cidade,ano,estado,regiao,taxa_deposito,pib,pib_percapita,saude,saude_percapita,endividamento,idade_media,populacao,spread,id
Norway,7/1/09 0:00,Europe,Independent,2,$374.76B,$77.6K,10,$0.0B,4,81,"4,828,726",2,2013
Serbia,7/1/09 0:00,Europe,Independent,5,$40.15B,$5.5K,11,$0.0B,12,74,"7,320,807",7,2014
Bosnia and Herzegovina,7/1/09 0:00,Europe,Independent,4,$17.08B,$4.5K,11,$0.0B,8,75,"3,767,683",4,2015
Switzerland,7/1/09 0:00,Europe,Independent,0,$492.26B,$63.6K,11,$0.0B,3,82,"7,743,831",3,2016
Moldova,7/1/09 0:00,Europe,Independent,15,$5.44B,$1.5K,12,$0.0B,21,69,"3,565,603",6,2017
Oman,7/1/09 0:00,Middle East,,4,$46.87B,$17.3K,3,$0.0B,7,73,"2,712,141",3,2018
Qatar,7/1/09 0:00,Middle East,,4,$97.58B,$61.1K,3,$0.0B,7,78,"1,597,765",3,2019
Saudi Arabia,7/1/09 0:00,Middle East,,,$376.69B,$14.1K,4,$0.0B,,74,"26,809,105",,2020
Kuwait,7/1/09 0:00,Middle East,,3,$105.91B,$40.0K,4,$0.0B,6,74,"2,646,286",3,2021
United Arab Emirates,7/1/09 0:00,Middle East,,,$270.33B,$39.0K,4,$0.0B,,76,"6,938,815",,2022
Syrian Arab Republic,7/1/09 0:00,Middle East,,6,$53.93B,$2.7K,4,$0.0B,10,76,"20,038,112",4,2023
Bahrain,7/1/09 0:00,Middle East,,2,$19.32B,$16.5K,5,$0.0B,8,75,"1,169,578",6,2024
"Yemen, Rep.",7/1/09 0:00,Middle East,,11,$25.13B,$1.1K,6,$0.0B,18,65,"23,328,214",7,2025
"Iran, Islamic Rep.",7/1/09 0:00,Middle East,,13,$331.01B,$4.5K,6,$0.0B,12,72,"73,137,148",-1,2026
Lebanon,7/1/09 0:00,Middle East,,7,$34.92B,$8.3K,7,$0.0B,10,72,"4,196,990",3,2027
Iraq,7/1/09 0:00,Middle East,,8,$64.23B,$2.1K,8,$0.0B,16,68,"31,090,763",8,2028
Israel,7/1/09 0:00,Middle East,,1,$194.87B,$26.0K,8,$0.0B,4,82,"7,485,600",3,2029
Jordan,7/1/09 0:00,Middle East,,5,$23.82B,$4.0K,10,$0.0B,9,73,"5,915,000",4,2030
American Samoa,7/1/09 0:00,Oceania,,,,,,,,,"67,312",,2031
French Polynesia,7/1/09 0:00,Oceania,,,,,,,,75,"267,685",,2032
Guam,7/1/09 0:00,Oceania,,,,,,,,76,"177,707",,2033
New Caledonia,7/1/09 0:00,Oceania,,,,,,,,76,"245,580",,2034
Papua New Guinea,7/1/09 0:00,Oceania,,2,$7.91B,$1.2K,4,$0.0B,10,62,"6,703,361",8,2035
Fiji,7/1/09 0:00,Oceania,,5,$2.88B,$3.4K,5,$0.0B,8,69,"852,323",3,2036
Vanuatu,7/1/09 0:00,Oceania,,1,$0.59B,$2.5K,5,$0.0B,6,71,"233,790",5,2037
Samoa,7/1/09 0:00,Oceania,,5,$0.53B,$2.9K,5,$0.0B,12,72,"182,401",7,2038
Tonga,7/1/09 0:00,Oceania,,5,$0.32B,$3.1K,5,$0.0B,12,72,"103,519",7,2039
Solomon Islands,7/1/09 0:00,Oceania,,4,$0.60B,$1.1K,9,$0.0B,15,67,"524,125",11,2040
Australia,7/1/09 0:00,Oceania,,3,$924.20B,$42.1K,9,$0.0B,6,82,"21,951,700",3,2041
New Zealand,7/1/09 0:00,Oceania,,4,$117.38B,$27.2K,10,$0.0B,7,81,"4,315,800",3,2042
Kiribati,7/1/09 0:00,Oceania,,,$0.13B,$1.3K,13,$0.0B,,,"98,027",,2043
"Micronesia, Fed. Sts.",7/1/09 0:00,Oceania,,1,$0.28B,$2.5K,13,$0.0B,15,69,"110,676",14,2044
Marshall Islands,7/1/09 0:00,Oceania,,,$0.15B,$2.8K,19,$0.0B,,,"53,396",,2045
Cayman Islands,7/1/09 0:00,The Americas,Caribbean,,,,,,,,"55,763",,2046
Curacao,7/1/09 0:00,The Americas,Caribbean,,,,,,,,"141,972",,2047
Sint Maarten (Dutch part),7/1/09 0:00,The Americas,Caribbean,,,,,,,,"39,133",,2048
St. Martin (French part),7/1/09 0:00,The Americas,Caribbean,,,,,,,,"29,820",,2049
Turks and Caicos Islands,7/1/09 0:00,The Americas,Caribbean,,,,,,,,"37,271",,2050
Aruba,7/1/09 0:00,The Americas,Caribbean,3,,,,,11,75,"106,612",8,2051
Puerto Rico,7/1/09 0:00,The Americas,Caribbean,,$95.21B,$25.5K,,,,79,"3,740,410",,2052
Virgin Islands (U.S.),7/1/09 0:00,The Americas,Caribbean,,,,,,,79,"109,809",,2053
Antigua and Barbuda,7/1/09 0:00,The Americas,Caribbean,3,$1.21B,$13.8K,5,$0.0B,10,,"87,802",7,2054
St. Kitts and Nevis,7/1/09 0:00,The Americas,Caribbean,5,$0.69B,$13.3K,5,$0.0B,9,,"51,752",4,2055
St. Vincent and the Grenadines,7/1/09 0:00,The Americas,Caribbean,3,$0.67B,$6.2K,5,$0.0B,9,72,"109,269",6,2056
Jamaica,7/1/09 0:00,The Americas,Caribbean,7,$12.44B,$4.6K,5,$0.0B,16,73,"2,695,600",9,2057
Dominica,7/1/09 0:00,The Americas,Caribbean,3,$0.48B,$7.1K,6,$0.0B,10,,"67,922",7,2058
Haiti,7/1/09 0:00,The Americas,Caribbean,1,$6.47B,$0.7K,6,$0.0B,17,61,"9,864,241",16,2059
Trinidad and Tobago,7/1/09 0:00,The Americas,Caribbean,3,$19.74B,$14.8K,6,$0.0B,12,70,"1,336,349",9,2060
Dominican Republic,7/1/09 0:00,The Americas,Caribbean,8,$46.79B,$4.8K,6,$0.0B,18,73,"9,796,852",10,2061
Grenada,7/1/09 0:00,The Americas,Caribbean,3,$0.78B,$7.5K,6,$0.0B,11,75,"104,097",8,2062
Barbados,7/1/09 0:00,The Americas,Caribbean,3,$3.60B,$13.2K,6,$0.0B,9,76,"272,750",6,2063
St. Lucia,7/1/09 0:00,The Americas,Caribbean,3,$1.11B,$6.4K,8,$0.0B,11,74,"172,370",8,2064
"Bahamas, The",7/1/09 0:00,The Americas,Caribbean,4,$7.72B,$22.8K,8,$0.0B,6,75,"338,358",2,2065
Cuba,7/1/09 0:00,The Americas,Caribbean,,,,12,$0.0B,,79,"11,262,628",,2066
Belize,7/1/09 0:00,The Americas,Central America,8,$1.35B,$4.0K,5,$0.0B,14,76,"333,200",6,2067
Mexico,7/1/09 0:00,The Americas,Central America,2,$882.35B,$7.9K,6,$0.0B,7,76,"112,033,369",5,2068
Guatemala,7/1/09 0:00,The Americas,Central America,6,$37.73B,$2.7K,7,$0.0B,14,71,"14,033,623",8,2069
El Salvador,7/1/09 0:00,The Americas,Central America,,$20.66B,$3.4K,7,$0.0B,,72,"6,160,423",,2070
Honduras,7/1/09 0:00,The Americas,Central America,11,$14.12B,$1.9K,7,$0.0B,19,73,"7,449,923",8,2071
Panama,7/1/09 0:00,The Americas,Central America,3,$24.08B,$7.0K,8,$0.0B,8,76,"3,461,901",5,2072
Nicaragua,7/1/09 0:00,The Americas,Central America,6,$6.21B,$1.1K,10,$0.0B,14,73,"5,710,230",8,2073
Costa Rica,7/1/09 0:00,The Americas,Central America,7,$29.40B,$6.4K,10,$0.0B,20,79,"4,590,790",13,2074
Greenland,7/1/09 0:00,The Americas,North America,,$1.27B,$22.5K,,,,,"56,323",,2075
Bermuda,7/1/09 0:00,The Americas,North America,,$5.81B,$90.2K,,,,79,"64,400",,2076
Canada,7/1/09 0:00,The Americas,North America,0,"$1,337.58B",$39.7K,11,$0.0B,2,81,"33,729,690",2,2077
United States,7/1/09 0:00,The Americas,North America,,"$13,863.60B",$45.2K,18,$0.0B,3,78,"306,771,529",,2078
Bolivia,7/1/09 0:00,The Americas,South America,3,$17.34B,$1.8K,5,$0.0B,12,66,"9,773,441",9,2079
Peru,7/1/09 0:00,The Americas,South America,3,$126.92B,$4.4K,5,$0.0B,21,74,"28,765,162",18,2080
Guyana,7/1/09 0:00,The Americas,South America,2,$2.03B,$2.7K,6,$0.0B,15,69,"753,013",13,2081
"Venezuela, RB",7/1/09 0:00,The Americas,South America,16,$329.42B,$11.6K,6,$0.0B,20,74,"28,384,000",4,2082
Suriname,7/1/09 0:00,The Americas,South America,6,$3.89B,$7.5K,7,$0.0B,12,70,"519,861",6,2083
Paraguay,7/1/09 0:00,The Americas,South America,1,$14.30B,$2.3K,7,$0.0B,28,72,"6,341,892",27,2084
Colombia,7/1/09 0:00,The Americas,South America,6,$236.16B,$5.2K,8,$0.0B,13,73,"45,654,044",7,2085
Uruguay,7/1/09 0:00,The Americas,South America,4,$30.50B,$9.1K,8,$0.0B,15,76,"3,344,938",11,2086
Chile,7/1/09 0:00,The Americas,South America,2,$172.59B,$10.2K,8,$0.0B,7,79,"16,955,737",5,2087
Brazil,7/1/09 0:00,The Americas,South America,9,"$1,621.66B",$8.4K,9,$0.0B,45,73,"193,246,610",36,2088
Ecuador,7/1/09 0:00,The Americas,South America,5,$52.02B,$3.6K,9,$0.0B,,75,"14,261,566",,2089
Argentina,7/1/09 0:00,The Americas,South America,12,$307.08B,$7.7K,10,$0.0B,16,75,"40,062,470",4,2090
Zimbabwe,7/1/10 0:00,Centro Oeste,Brasilia,,$7.48B,$0.6K,,,,50,"12,571,454",,2091
Somalia,7/1/10 0:00,Centro Oeste,Brasilia,,,,,,,51,"9,330,872",,2092
Eritrea,7/1/10 0:00,Centro Oeste,Brasilia,,$2.12B,$0.4K,3,$0.0B,,61,"5,253,676",,2093
Seychelles,7/1/10 0:00,Centro Oeste,Brasilia,3,$0.96B,$11.1K,3,$0.0B,13,73,"86,525",10,2094
Madagascar,7/1/10 0:00,Centro Oeste,Brasilia,11,$8.72B,$0.4K,4,$0.0B,49,66,"20,713,819",38,2095
Mozambique,7/1/10 0:00,Centro Oeste,Brasilia,10,$9.21B,$0.4K,5,$0.0B,16,50,"23,390,765",6,2096
Kenya,7/1/10 0:00,Centro Oeste,Brasilia,5,$32.20B,$0.8K,5,$0.0B,14,56,"40,512,682",9,2097
Ethiopia,7/1/10 0:00,Centro Oeste,Brasilia,,$29.68B,$0.4K,5,$0.0B,,59,"82,949,541",,2098
Comoros,7/1/10 0:00,Centro Oeste,Brasilia,2,$0.54B,$0.7K,5,$0.0B,11,61,"734,750",9,2099
Zambia,7/1/10 0:00,Centro Oeste,Brasilia,7,$16.19B,$1.3K,6,$0.0B,21,48,"12,926,409",14,2100
Tanzania,7/1/10 0:00,Centro Oeste,Brasilia,7,$22.92B,$0.5K,6,$0.0B,15,57,"44,841,226",8,2101
Mauritius,7/1/10 0:00,Centro Oeste,Brasilia,8,$9.71B,$7.6K,6,$0.0B,9,73,"1,280,924",1,2102
Malawi,7/1/10 0:00,Centro Oeste,Brasilia,4,$5.05B,$0.3K,7,$0.0B,25,53,"14,900,841",21,2103
Djibouti,7/1/10 0:00,Centro Oeste,Brasilia,1,,,7,$0.0B,10,58,"888,716",9,2104
Uganda,7/1/10 0:00,Centro Oeste,Brasilia,8,$17.20B,$0.5K,9,$0.0B,20,54,"33,424,683",12,2105
Rwanda,7/1/10 0:00,Centro Oeste,Brasilia,7,$5.62B,$0.5K,10,$0.0B,17,55,"10,624,005",10,2106
Burundi,7/1/10 0:00,Centro Oeste,Brasilia,,$2.03B,$0.2K,12,$0.0B,12,50,"8,382,849",,2107
"Congo, Rep.",7/1/10 0:00,Centro Oeste,Middle Centro Oeste,3,$12.01B,$3.0K,2,$0.0B,,57,"4,042,899",,2108
Angola,7/1/10 0:00,Centro Oeste,Middle Centro Oeste,13,$82.47B,$4.3K,3,$0.0B,23,51,"19,081,912",10,2109
Gabon,7/1/10 0:00,Centro Oeste,Middle Centro Oeste,3,$13.20B,$8.8K,3,$0.0B,,62,"1,505,463",,2110
Central Centro Oesten Republic,7/1/10 0:00,Centro Oeste,Middle Centro Oeste,3,$1.98B,$0.5K,4,$0.0B,,48,"4,401,051",,2111
Equatorial Guinea,7/1/10 0:00,Centro Oeste,Middle Centro Oeste,3,$14.50B,$20.7K,4,$0.0B,,51,"700,401",,2112
Chad,7/1/10 0:00,Centro Oeste,Middle Centro Oeste,3,$8.54B,$0.8K,5,$0.0B,,49,"11,227,208",,2113
Cameroon,7/1/10 0:00,Centro Oeste,Middle Centro Oeste,3,$22.48B,$1.1K,5,$0.0B,,51,"19,598,889",,2114
Sao Tome and Principe,7/1/10 0:00,Centro Oeste,Middle Centro Oeste,11,$0.20B,$1.2K,7,$0.0B,29,64,"165,397",18,2115
"Congo, Dem. Rep.",7/1/10 0:00,Centro Oeste,Middle Centro Oeste,17,$13.11B,$0.2K,8,$0.0B,57,48,"65,965,795",40,2116
South Sudan,7/1/10 0:00,Centro Oeste,Northern Centro Oeste,,,,,,,,"9,948,304",,2117
Algeria,7/1/10 0:00,Centro Oeste,Northern Centro Oeste,2,$161.98B,$4.6K,4,$0.0B,8,73,"35,468,208",6,2118
Libya,7/1/10 0:00,Centro Oeste,Northern Centro Oeste,3,,,4,$0.0B,6,75,"6,355,112",3,2119
Morocco,7/1/10 0:00,Centro Oeste,Northern Centro Oeste,4,$90.80B,$2.8K,5,$0.0B,,72,"31,951,412",,2120
"Egypt, Arab Rep.",7/1/10 0:00,Centro Oeste,Northern Centro Oeste,6,$218.89B,$2.7K,5,$0.0B,11,73,"81,121,077",5,2121
Sudan,7/1/10 0:00,Centro Oeste,Northern Centro Oeste,,$67.00B,$1.5K,6,$0.0B,,61,"33,603,637",,2122
Tunisia,7/1/10 0:00,Centro Oeste,Northern Centro Oeste,,$44.24B,$4.2K,6,$0.0B,,75,"10,549,100",,2123
Swaziland,7/1/10 0:00,Centro Oeste,Southern Centro Oeste,4,$3.70B,$3.5K,7,$0.0B,10,48,"1,055,506",6,2124
Namibia,7/1/10 0:00,Centro Oeste,Southern Centro Oeste,5,$11.13B,$4.9K,7,$0.0B,10,62,"2,283,289",5,2125
Botswana,7/1/10 0:00,Centro Oeste,Southern Centro Oeste,6,$14.90B,$7.4K,8,$0.0B,11,53,"2,006,945",5,2126
South Centro Oeste,7/1/10 0:00,Centro Oeste,Southern Centro Oeste,6,$363.52B,$7.3K,9,$0.0B,10,52,"49,991,300",4,2127
Lesotho,7/1/10 0:00,Centro Oeste,Southern Centro Oeste,4,$2.18B,$1.0K,11,$0.0B,11,47,"2,171,318",7,2128
Benin,7/1/10 0:00,Centro Oeste,Western Centro Oeste,4,$6.56B,$0.7K,4,$0.0B,,56,"8,849,892",,2129
Mauritania,7/1/10 0:00,Centro Oeste,Western Centro Oeste,8,$3.61B,$1.0K,4,$0.0B,17,58,"3,459,773",9,2130
Cape Verde,7/1/10 0:00,Centro Oeste,Western Centro Oeste,3,$1.66B,$3.3K,4,$0.0B,11,74,"495,999",8,2131
Mali,7/1/10 0:00,Centro Oeste,Western Centro Oeste,4,$9.42B,$0.6K,5,$0.0B,,51,"15,369,809",,2132
Nigeria,7/1/10 0:00,Centro Oeste,Western Centro Oeste,7,$196.84B,$1.2K,5,$0.0B,18,51,"158,423,182",11,2133
Guinea,7/1/10 0:00,Centro Oeste,Western Centro Oeste,,$4.74B,$0.5K,5,$0.0B,,54,"9,981,590",,2134
Niger,7/1/10 0:00,Centro Oeste,Western Centro Oeste,4,$5.41B,$0.3K,5,$0.0B,,54,"15,511,953",,2135
Cote d'Ivoire,7/1/10 0:00,Centro Oeste,Western Centro Oeste,4,$22.92B,$1.2K,5,$0.0B,,55,"19,737,800",,2136
Ghana,7/1/10 0:00,Centro Oeste,Western Centro Oeste,,$32.17B,$1.3K,5,$0.0B,,64,"24,391,823",,2137
"Gambia, The",7/1/10 0:00,Centro Oeste,Western Centro Oeste,15,$1.05B,$0.6K,6,$0.0B,27,58,"1,728,394",12,2138
Senegal,7/1/10 0:00,Centro Oeste,Western Centro Oeste,4,$12.86B,$1.0K,6,$0.0B,,59,"12,433,728",,2139
Burkina Faso,7/1/10 0:00,Centro Oeste,Western Centro Oeste,4,$8.83B,$0.5K,7,$0.0B,,55,"16,468,714",,2140
Guinea-Bissau,7/1/10 0:00,Centro Oeste,Western Centro Oeste,4,$0.84B,$0.6K,8,$0.0B,,48,"1,515,224",,2141
Togo,7/1/10 0:00,Centro Oeste,Western Centro Oeste,4,$3.18B,$0.5K,8,$0.0B,,57,"6,027,798",,2142
Liberia,7/1/10 0:00,Centro Oeste,Western Centro Oeste,,$0.99B,$0.2K,12,$0.0B,14,56,"3,994,122",,2143
Sierra Leone,7/1/10 0:00,Centro Oeste,Western Centro Oeste,9,$1.91B,$0.3K,13,$0.0B,21,47,"5,867,536",12,2144
"Korea, Dem. Rep.",7/1/10 0:00,Asia,,,,,,,,69,"24,346,229",,2145
"Macao SAR, China",7/1/10 0:00,Asia,,0,$28.27B,$52.0K,,,5,81,"543,656",5,2146
"Hong Kong SAR, China",7/1/10 0:00,Asia,,0,$224.46B,$31.8K,,,5,83,"7,067,800",5,2147
Turkmenistan,7/1/10 0:00,Asia,,,$20.00B,$4.0K,2,$0.0B,,65,"5,041,995",,2148
Pakistan,7/1/10 0:00,Asia,,8,$176.87B,$1.0K,2,$0.0B,14,65,"173,593,383",6,2149
Myanmar,7/1/10 0:00,Asia,,12,,,2,$0.0B,17,65,"47,963,012",5,2150
Bangladesh,7/1/10 0:00,Asia,,7,$100.36B,$0.7K,3,$0.0B,13,69,"148,692,131",6,2151
Indonesia,7/1/10 0:00,Asia,,7,$708.03B,$3.0K,3,$0.0B,13,69,"239,870,937",6,2152
Sri Lanka,7/1/10 0:00,Asia,,7,$49.57B,$2.4K,3,$0.0B,10,75,"20,653,000",3,2153
Brunei Darussalam,7/1/10 0:00,Asia,,0,$12.37B,$31.0K,3,$0.0B,6,78,"398,920",6,2154
India,7/1/10 0:00,Asia,,,"$1,684.32B",$1.4K,4,$0.0B,8,65,"1,224,614,327",,2155
Lao PDR,7/1/10 0:00,Asia,,3,$7.18B,$1.2K,4,$0.0B,23,67,"6,200,894",20,2156
Kazakhstan,7/1/10 0:00,Asia,,,$148.05B,$9.1K,4,$0.0B,,68,"16,323,287",,2157
Philippines,7/1/10 0:00,Asia,,3,$199.59B,$2.1K,4,$0.0B,8,68,"93,260,798",5,2158
Thailand,7/1/10 0:00,Asia,,1,$318.91B,$4.6K,4,$0.0B,6,74,"69,122,234",5,2159
Malaysia,7/1/10 0:00,Asia,,3,$237.80B,$8.4K,4,$0.0B,5,74,"28,401,017",2,2160
Armenia,7/1/10 0:00,Asia,,9,$9.37B,$3.0K,4,$0.0B,19,74,"3,092,072",10,2161
Singapore,7/1/10 0:00,Asia,,0,$213.15B,$42.0K,4,$0.0B,5,82,"5,076,700",5,2162
Bhutan,7/1/10 0:00,Asia,,,$1.52B,$2.1K,5,$0.0B,,67,"725,940",,2163
Mongolia,7/1/10 0:00,Asia,,12,$6.20B,$2.3K,5,$0.0B,20,68,"2,756,001",8,2164
China,7/1/10 0:00,Asia,,3,"$5,930.53B",$4.4K,5,$0.0B,6,73,"1,337,825,000",3,2165
Cambodia,7/1/10 0:00,Asia,,1,$11.24B,$0.8K,6,$0.0B,,63,"14,138,255",,2166
Tajikistan,7/1/10 0:00,Asia,,6,$5.64B,$0.8K,6,$0.0B,24,67,"6,878,637",18,2167
Uzbekistan,7/1/10 0:00,Asia,,,$39.33B,$1.4K,6,$0.0B,,68,"28,562,400",,2168
Nepal,7/1/10 0:00,Asia,,4,$16.01B,$0.5K,6,$0.0B,8,68,"29,959,364",4,2169
Kyrgyz Republic,7/1/10 0:00,Asia,,4,$4.79B,$0.9K,6,$0.0B,32,69,"5,447,900",28,2170
Azerbaijan,7/1/10 0:00,Asia,,12,$52.91B,$5.8K,6,$0.0B,21,71,"9,054,332",9,2171
Maldives,7/1/10 0:00,Asia,,4,$2.08B,$6.6K,6,$0.0B,10,77,"315,885",6,2172
Vietnam,7/1/10 0:00,Asia,,11,$106.43B,$1.2K,7,$0.0B,13,75,"86,927,700",2,2173
"Korea, Rep.",7/1/10 0:00,Asia,,4,"$1,014.89B",$20.5K,7,$0.0B,6,81,"49,410,000",2,2174
Afghanistan,7/1/10 0:00,Asia,,,$17.24B,$0.5K,8,$0.0B,16,48,"34,385,068",,2175
Timor-Leste,7/1/10 0:00,Asia,,1,$0.88B,$0.8K,9,$0.0B,11,62,"1,142,502",10,2176
Japan,7/1/10 0:00,Asia,,1,"$5,488.42B",$43.1K,9,$0.0B,2,83,"127,450,459",1,2177
Georgia,7/1/10 0:00,Asia,,9,$11.64B,$2.6K,10,$0.0B,24,73,"4,452,800",15,2178
Romania,7/1/10 0:00,Europe,European Union,7,$161.63B,$7.5K,6,$0.0B,14,73,"21,438,001",7,2179
Estonia,7/1/10 0:00,Europe,European Union,1,$18.82B,$14.0K,6,$0.0B,8,75,"1,340,161",7,2180
Cyprus,7/1/10 0:00,Europe,European Union,,$23.13B,$28.8K,6,$0.0B,,79,"1,103,647",,2181
Lithuania,7/1/10 0:00,Europe,European Union,,$36.31B,$11.0K,7,$0.0B,,73,"3,286,820",,2182
Latvia,7/1/10 0:00,Europe,European Union,2,$24.01B,$10.7K,7,$0.0B,10,73,"2,239,008",8,2183
Bulgaria,7/1/10 0:00,Europe,European Union,4,$47.73B,$6.3K,7,$0.0B,11,74,"7,534,289",7,2184
Hungary,7/1/10 0:00,Europe,European Union,5,$128.63B,$12.9K,7,$0.0B,8,74,"10,000,023",3,2185
Poland,7/1/10 0:00,Europe,European Union,,$469.78B,$12.3K,7,$0.0B,,76,"38,183,683",,2186
Czech Republic,7/1/10 0:00,Europe,European Union,1,$197.66B,$18.8K,8,$0.0B,6,77,"10,519,792",5,2187
Luxembourg,7/1/10 0:00,Europe,European Union,,$52.98B,$104.5K,8,$0.0B,,80,"506,953",,2188
Slovak Republic,7/1/10 0:00,Europe,European Union,,$87.08B,$16.0K,9,$0.0B,,75,"5,430,099",,2189
Slovenia,7/1/10 0:00,Europe,European Union,,$46.91B,$22.9K,9,$0.0B,,79,"2,048,583",,2190
Finland,7/1/10 0:00,Europe,European Union,,$236.48B,$44.1K,9,$0.0B,,80,"5,363,352",,2191
Ireland,7/1/10 0:00,Europe,European Union,,$205.25B,$45.9K,9,$0.0B,,80,"4,474,356",,2192
Malta,7/1/10 0:00,Europe,European Union,,$8.16B,$19.6K,9,$0.0B,5,81,"415,995",,2193
Greece,7/1/10 0:00,Europe,European Union,,$299.10B,$26.4K,10,$0.0B,,80,"11,315,508",,2194
United Kingdom,7/1/10 0:00,Europe,European Union,,"$2,251.90B",$36.2K,10,$0.0B,1,80,"62,231,336",,2195
Sweden,7/1/10 0:00,Europe,European Union,,$461.94B,$49.3K,10,$0.0B,,81,"9,378,126",,2196
Spain,7/1/10 0:00,Europe,European Union,,"$1,383.34B",$30.0K,10,$0.0B,,82,"46,070,971",,2197
Italy,7/1/10 0:00,Europe,European Union,,"$2,043.64B",$33.8K,10,$0.0B,4,82,"60,483,385",,2198
Denmark,7/1/10 0:00,Europe,European Union,,$312.21B,$56.3K,11,$0.0B,,79,"5,547,683",,2199
Portugal,7/1/10 0:00,Europe,European Union,,$227.20B,$21.4K,11,$0.0B,,79,"10,637,346",,2200
Austria,7/1/10 0:00,Europe,European Union,,$376.58B,$44.9K,11,$0.0B,,80,"8,389,771",,2201
Belgium,7/1/10 0:00,Europe,European Union,,$466.69B,$42.8K,11,$0.0B,,80,"10,895,785",,2202
Germany,7/1/10 0:00,Europe,European Union,,"$3,258.95B",$39.9K,12,$0.0B,,80,"81,776,930",,2203
France,7/1/10 0:00,Europe,European Union,1,"$2,549.03B",$39.2K,12,$0.0B,,81,"65,075,569",,2204
Netherlands,7/1/10 0:00,Europe,European Union,2,$774.23B,$46.6K,12,$0.0B,2,81,"16,615,394",0,2205
Faeroe Islands,7/1/10 0:00,Europe,Independent,,,,,,,,"48,708",,2206
Isle of Man,7/1/10 0:00,Europe,Independent,,,,,,,,"82,869",,2207
Liechtenstein,7/1/10 0:00,Europe,Independent,,,,,,,,"36,032",,2208
Kosovo,7/1/10 0:00,Europe,Independent,3,$5.58B,$3.1K,,,14,70,"1,775,680",11,2209
Monaco,7/1/10 0:00,Europe,Independent,,,,4,$0.0B,,,"35,407",,2210
Russian Federation,7/1/10 0:00,Europe,Independent,6,"$1,487.52B",$10.5K,5,$0.0B,11,69,"141,920,000",5,2211
Belarus,7/1/10 0:00,Europe,Independent,9,$55.22B,$5.8K,6,$0.0B,9,70,"9,490,000",0,2212
Turkey,7/1/10 0:00,Europe,Independent,15,$731.14B,$10.1K,7,$0.0B,,74,"72,752,325",,2213
"Macedonia, FYR",7/1/10 0:00,Europe,Independent,7,$9.14B,$4.4K,7,$0.0B,9,75,"2,060,563",2,2214
Albania,7/1/10 0:00,Europe,Independent,6,$11.86B,$3.7K,7,$0.0B,13,77,"3,204,284",7,2215
San Marino,7/1/10 0:00,Europe,Independent,1,,,7,$0.0B,5,83,"31,534",4,2216
Andorra,7/1/10 0:00,Europe,Independent,,,,8,$0.0B,,,"84,864",,2217
Ukraine,7/1/10 0:00,Europe,Independent,11,$136.42B,$3.0K,8,$0.0B,16,70,"45,870,700",5,2218
Croatia,7/1/10 0:00,Europe,Independent,2,$60.85B,$13.8K,8,$0.0B,10,76,"4,418,000",8,2219
Montenegro,7/1/10 0:00,Europe,Independent,4,$4.11B,$6.5K,9,$0.0B,10,74,"631,490",6,2220
Norway,7/1/10 0:00,Europe,Independent,,$417.75B,$85.4K,9,$0.0B,,81,"4,889,252",,2221
Iceland,7/1/10 0:00,Europe,Independent,,$12.55B,$39.5K,9,$0.0B,10,81,"318,041",,2222
Serbia,7/1/10 0:00,Europe,Independent,11,$38.44B,$5.3K,10,$0.0B,17,74,"7,291,436",6,2223
Bosnia and Herzegovina,7/1/10 0:00,Europe,Independent,3,$16.65B,$4.4K,11,$0.0B,8,75,"3,760,149",5,2224
Moldova,7/1/10 0:00,Europe,Independent,8,$5.81B,$1.6K,12,$0.0B,16,69,"3,562,062",8,2225
Switzerland,7/1/10 0:00,Europe,Independent,0,$529.39B,$67.6K,12,$0.0B,3,82,"7,826,153",3,2226
Qatar,7/1/10 0:00,Middle East,,3,$127.33B,$72.4K,2,$0.0B,7,78,"1,758,793",4,2227
Oman,7/1/10 0:00,Middle East,,3,$57.85B,$20.8K,3,$0.0B,7,73,"2,782,435",4,2228
Kuwait,7/1/10 0:00,Middle East,,2,$124.35B,$45.4K,3,$0.0B,5,75,"2,736,732",3,2229
Syrian Arab Republic,7/1/10 0:00,Middle East,,6,$59.15B,$2.9K,3,$0.0B,10,76,"20,446,609",4,2230
Saudi Arabia,7/1/10 0:00,Middle East,,,$450.79B,$16.4K,4,$0.0B,,74,"27,448,086",,2231
United Arab Emirates,7/1/10 0:00,Middle East,,,$297.65B,$39.6K,4,$0.0B,,77,"7,511,690",,2232
"Yemen, Rep.",7/1/10 0:00,Middle East,,19,$31.04B,$1.3K,5,$0.0B,24,65,"24,052,514",5,2233
Bahrain,7/1/10 0:00,Middle East,,1,$22.95B,$18.2K,5,$0.0B,7,75,"1,261,835",6,2234
"Iran, Islamic Rep.",7/1/10 0:00,Middle East,,12,,,6,$0.0B,12,73,"73,973,630",0,2235
Lebanon,7/1/10 0:00,Middle East,,6,$39.01B,$9.2K,7,$0.0B,8,72,"4,227,597",2,2236
Iraq,7/1/10 0:00,Middle East,,6,$81.11B,$2.5K,8,$0.0B,14,68,"32,030,823",8,2237
Jordan,7/1/10 0:00,Middle East,,4,$26.43B,$4.4K,8,$0.0B,9,73,"6,047,000",5,2238
Israel,7/1/10 0:00,Middle East,,2,$217.44B,$28.5K,8,$0.0B,4,82,"7,623,600",2,2239
American Samoa,7/1/10 0:00,Oceania,,,,,,,,,"68,420",,2240
